holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,days,traffic_volume
None,267.12,0,0,75,Clouds,broken clouds,2/6/2013 3:00,Wednesday,315
None,268,0,0,75,Snow,heavy snow,2/6/2013 4:00,Wednesday,774
None,268.06,0,0,90,Snow,heavy snow,2/6/2013 5:00,Wednesday,2605
None,268.06,0,0,90,Mist,mist,2/6/2013 5:00,Wednesday,2605
None,269.01,0,0,90,Mist,mist,2/6/2013 7:00,Wednesday,6454
None,269.97,0,0,90,Mist,mist,2/6/2013 8:00,Wednesday,6531
None,270.55,0,0,90,Clouds,overcast clouds,2/6/2013 10:00,Wednesday,4039
None,270.54,0,0,90,Clouds,overcast clouds,2/6/2013 11:00,Wednesday,4034
None,270.52,0,0,75,Clouds,broken clouds,2/6/2013 13:00,Wednesday,4544
None,270.38,0,0,75,Clouds,broken clouds,2/6/2013 14:00,Wednesday,4995
None,269.82,0,0,40,Clouds,scattered clouds,2/6/2013 15:00,Wednesday,5597
None,269.34,0,0,20,Clouds,few clouds,2/6/2013 16:00,Wednesday,6393
None,267.73,0,0,1,Clear,sky is clear,2/6/2013 17:00,Wednesday,6087
None,266.15,0,0,1,Clear,sky is clear,2/6/2013 19:00,Wednesday,3281
None,261.02,0,0,85,Clouds,overcast clouds,2/6/2013 22:00,Wednesday,1768
None,261.02,0,0,85,Clouds,overcast clouds,2/6/2013 23:00,Wednesday,3022
None,259.1,0,0,40,Clouds,scattered clouds,2/7/2013 1:00,Thursday,384
None,259.1,0,0,40,Clouds,scattered clouds,2/7/2013 2:00,Thursday,372
None,257.92,0,0,32,Clouds,scattered clouds,2/7/2013 4:00,Thursday,761
None,257.92,0,0,32,Clouds,scattered clouds,2/7/2013 5:00,Thursday,2546
None,263.02,0,0,87,Clouds,overcast clouds,2/7/2013 7:00,Thursday,6274
None,263.02,0,0,87,Clouds,overcast clouds,2/7/2013 8:00,Thursday,6076
None,266.41,0,0,93,Clouds,overcast clouds,2/7/2013 10:00,Thursday,4444
None,266.41,0,0,93,Clouds,overcast clouds,2/7/2013 11:00,Thursday,4829
None,267.53,0,0,90,Haze,haze,2/7/2013 13:00,Thursday,4995
None,268.4,0,0,90,Haze,haze,2/7/2013 14:00,Thursday,5323
None,268.68,0,0,20,Haze,haze,2/7/2013 16:00,Thursday,6497
None,268.17,0,0,90,Haze,haze,2/7/2013 17:00,Thursday,6050
None,268.03,0,0,90,Clouds,overcast clouds,2/7/2013 18:00,Thursday,4432
None,268.17,0,0,1,Clear,sky is clear,2/7/2013 19:00,Thursday,3282
None,268.08,0,0,90,Haze,haze,2/7/2013 20:00,Thursday,3019
None,268.4,0,0,90,Haze,haze,2/7/2013 21:00,Thursday,3924
None,268.37,0,0,90,Haze,haze,2/7/2013 22:00,Thursday,3310
None,268.63,0,0,90,Haze,haze,2/7/2013 23:00,Thursday,1296
None,268.52,0,0,90,Mist,mist,2/8/2013 1:00,Friday,414
None,268.52,0,0,90,Haze,haze,2/8/2013 1:00,Friday,414
None,268.91,0,0,90,Mist,mist,2/8/2013 2:00,Friday,324
None,268.91,0,0,90,Haze,haze,2/8/2013 2:00,Friday,324
None,268.96,0,0,90,Mist,mist,2/8/2013 3:00,Friday,339
None,268.96,0,0,90,Haze,haze,2/8/2013 3:00,Friday,339
None,268.87,0,0,90,Mist,mist,2/8/2013 4:00,Friday,735
None,268.87,0,0,90,Haze,haze,2/8/2013 4:00,Friday,735
None,268.73,0,0,90,Mist,mist,2/8/2013 5:00,Friday,2391
None,268.73,0,0,90,Haze,haze,2/8/2013 5:00,Friday,2391
None,268.53,0,0,90,Mist,mist,2/8/2013 7:00,Friday,6710
None,268.63,0,0,90,Mist,mist,2/8/2013 8:00,Friday,5940
None,268.83,0,0,90,Mist,mist,2/8/2013 9:00,Friday,5044
None,268.73,0,0,90,Mist,mist,2/8/2013 10:00,Friday,4638
None,269.34,0,0,90,Haze,haze,2/8/2013 11:00,Friday,4974
None,269.34,0,0,90,Mist,mist,2/8/2013 11:00,Friday,4974
None,269.68,0,0,90,Mist,mist,2/8/2013 13:00,Friday,5312
None,269.68,0,0,90,Haze,haze,2/8/2013 13:00,Friday,5312
None,269.82,0,0,90,Haze,haze,2/8/2013 14:00,Friday,5642
None,269.82,0,0,90,Mist,mist,2/8/2013 14:00,Friday,5642
None,270.16,0,0,90,Clouds,overcast clouds,2/8/2013 15:00,Friday,5858
None,270.25,0,0,90,Clouds,overcast clouds,2/8/2013 16:00,Friday,6579
None,270.34,0,0,90,Clouds,overcast clouds,2/8/2013 17:00,Friday,6095
None,270.21,0,0,90,Clouds,overcast clouds,2/8/2013 18:00,Friday,4831
None,270.02,0,0,90,Clouds,overcast clouds,2/8/2013 19:00,Friday,3621
None,269.89,0,0,90,Clouds,overcast clouds,2/8/2013 20:00,Friday,2931
None,269.47,0,0,90,Clouds,overcast clouds,2/8/2013 21:00,Friday,2861
None,269.59,0,0,90,Clouds,overcast clouds,2/8/2013 22:00,Friday,3112
None,269.19,0,0,90,Clouds,overcast clouds,2/8/2013 23:00,Friday,1856
None,268.93,0,0,90,Clouds,overcast clouds,2/9/2013 1:00,Saturday,721
None,269.11,0,0,90,Clouds,overcast clouds,2/9/2013 2:00,Saturday,525
None,268.49,0,0,90,Clouds,overcast clouds,2/9/2013 4:00,Saturday,426
None,267.43,0,0,90,Clouds,overcast clouds,2/9/2013 5:00,Saturday,730
None,266.74,0,0,20,Clouds,few clouds,2/9/2013 7:00,Saturday,1946
None,267.34,0,0,90,Haze,haze,2/9/2013 8:00,Saturday,3001
None,267.8,0,0,20,Clouds,few clouds,2/9/2013 10:00,Saturday,4170
None,268.37,0,0,5,Clear,sky is clear,2/9/2013 11:00,Saturday,4383
None,269.27,0,0,1,Clear,sky is clear,2/9/2013 13:00,Saturday,4799
None,269.57,0,0,1,Clear,sky is clear,2/9/2013 14:00,Saturday,4710
None,269.21,0,0,1,Clear,sky is clear,2/9/2013 15:00,Saturday,4621
None,269.13,0,0,1,Clear,sky is clear,2/9/2013 16:00,Saturday,4880
None,268.41,0,0,1,Clear,sky is clear,2/9/2013 17:00,Saturday,4374
None,267.65,0,0,40,Clouds,scattered clouds,2/9/2013 18:00,Saturday,3972
None,267.23,0,0,40,Clouds,scattered clouds,2/9/2013 19:00,Saturday,3334
None,267.49,0,0,75,Clouds,broken clouds,2/9/2013 20:00,Saturday,2768
None,268.22,0,0,90,Clouds,overcast clouds,2/9/2013 21:00,Saturday,3169
None,268.03,0,0,90,Clouds,overcast clouds,2/9/2013 22:00,Saturday,4198
None,268.88,0,0,90,Clouds,overcast clouds,2/9/2013 23:00,Saturday,1997
None,269.24,0,0,90,Clouds,overcast clouds,2/10/2013 0:00,Sunday,1230
None,269.41,0,0,90,Clouds,overcast clouds,2/10/2013 1:00,Sunday,721
None,269.19,0,0,90,Clouds,overcast clouds,2/10/2013 2:00,Sunday,605
None,269.64,0,0,90,Clouds,overcast clouds,2/10/2013 3:00,Sunday,348
None,269.65,0,0,90,Clouds,overcast clouds,2/10/2013 4:00,Sunday,299
None,269.74,0,0,90,Clouds,overcast clouds,2/10/2013 5:00,Sunday,456
None,269.93,0,0,90,Haze,haze,2/10/2013 7:00,Sunday,901
None,270.21,0,0,90,Haze,haze,2/10/2013 8:00,Sunday,1426
None,270.21,0,0,90,Mist,mist,2/10/2013 8:00,Sunday,1426
None,270.4,0,0,90,Haze,haze,2/10/2013 9:00,Sunday,1965
None,270.73,0,0,90,Haze,haze,2/10/2013 10:00,Sunday,2146
None,271.14,0,0,90,Haze,haze,2/10/2013 11:00,Sunday,2177
None,271.94,0,0,90,Haze,haze,2/10/2013 13:00,Sunday,2059
None,272.32,0,0,90,Mist,mist,2/10/2013 14:00,Sunday,2212
None,272.32,0,0,90,Haze,haze,2/10/2013 14:00,Sunday,2212
None,272.6,0,0,90,Mist,mist,2/10/2013 16:00,Sunday,2460
None,272.6,0,0,90,Haze,haze,2/10/2013 16:00,Sunday,2460
None,272.46,0,0,90,Mist,mist,2/10/2013 17:00,Sunday,2230
None,272.46,0,0,90,Haze,haze,2/10/2013 17:00,Sunday,2230
None,271.98,0,0,90,Mist,mist,2/10/2013 19:00,Sunday,1539
None,271.83,0,0,90,Mist,mist,2/10/2013 20:00,Sunday,1330
None,271.6,0,0,90,Mist,mist,2/10/2013 22:00,Sunday,1021
None,271.37,0,0,90,Mist,mist,2/10/2013 23:00,Sunday,723
None,271.04,0,0,90,Haze,haze,2/11/2013 1:00,Monday,252
None,271.04,0,0,90,Mist,mist,2/11/2013 1:00,Monday,252
None,271.13,0,0,90,Mist,mist,2/11/2013 2:00,Monday,265
None,271.13,0,0,90,Haze,haze,2/11/2013 2:00,Monday,265
None,271,0,0,90,Snow,heavy snow,2/11/2013 4:00,Monday,807
None,271,0,0,90,Mist,mist,2/11/2013 4:00,Monday,807
None,271,0,0,90,Haze,haze,2/11/2013 4:00,Monday,807
None,270.86,0,0,90,Snow,heavy snow,2/11/2013 5:00,Monday,2419
None,270.86,0,0,90,Mist,mist,2/11/2013 5:00,Monday,2419
None,270.86,0,0,90,Haze,haze,2/11/2013 5:00,Monday,2419
None,270.82,0,0,90,Mist,mist,2/11/2013 7:00,Monday,5325
None,270.82,0,0,90,Haze,haze,2/11/2013 7:00,Monday,5325
None,270.82,0,0,90,Snow,heavy snow,2/11/2013 7:00,Monday,5325
None,270.82,0,0,90,Mist,mist,2/11/2013 8:00,Monday,5032
None,270.82,0,0,90,Haze,haze,2/11/2013 8:00,Monday,5032
None,270.82,0,0,90,Snow,heavy snow,2/11/2013 8:00,Monday,5032
None,271.57,0,0,90,Mist,mist,2/11/2013 10:00,Monday,3866
None,271.57,0,0,90,Snow,heavy snow,2/11/2013 10:00,Monday,3866
None,271.57,0,0,90,Rain,freezing rain,2/11/2013 10:00,Monday,3866
None,271.57,0,0,90,Fog,fog,2/11/2013 10:00,Monday,3866
None,271.57,0,0,90,Snow,snow,2/11/2013 10:00,Monday,3866
None,272,0,0,90,Mist,mist,2/11/2013 11:00,Monday,3959
None,272,0,0,90,Snow,heavy snow,2/11/2013 11:00,Monday,3959
None,272,0,0,90,Snow,snow,2/11/2013 11:00,Monday,3959
None,272,0,0,90,Fog,fog,2/11/2013 11:00,Monday,3959
None,272.54,0,0,90,Snow,heavy snow,2/11/2013 13:00,Monday,4200
None,272.54,0,0,90,Mist,mist,2/11/2013 13:00,Monday,4200
None,272.54,0,0,90,Snow,snow,2/11/2013 13:00,Monday,4200
None,272.54,0,0,90,Fog,fog,2/11/2013 13:00,Monday,4200
None,272.91,0,0,90,Snow,heavy snow,2/11/2013 14:00,Monday,4723
None,272.91,0,0,90,Mist,mist,2/11/2013 14:00,Monday,4723
None,272.91,0,0,90,Snow,snow,2/11/2013 14:00,Monday,4723
None,273.32,0,0,90,Mist,mist,2/11/2013 15:00,Monday,5177
None,273.32,0,0,90,Snow,heavy snow,2/11/2013 15:00,Monday,5177
None,273.41,0,0,90,Mist,mist,2/11/2013 16:00,Monday,6202
None,273.41,0,0,90,Snow,heavy snow,2/11/2013 16:00,Monday,6202
None,273.41,0,0,90,Drizzle,light intensity drizzle,2/11/2013 16:00,Monday,6202
None,273.59,0,0,90,Mist,mist,2/11/2013 17:00,Monday,5789
None,273.59,0,0,90,Rain,light rain,2/11/2013 17:00,Monday,5789
None,273.59,0,0,90,Snow,heavy snow,2/11/2013 17:00,Monday,5789
None,273.46,0,0,90,Mist,mist,2/11/2013 18:00,Monday,4095
None,273.46,0,0,90,Snow,heavy snow,2/11/2013 18:00,Monday,4095
None,273.47,0,0,90,Rain,light rain,2/11/2013 19:00,Monday,2782
None,273.47,0,0,90,Mist,mist,2/11/2013 19:00,Monday,2782
None,273.47,0,0,90,Snow,heavy snow,2/11/2013 19:00,Monday,2782
None,273.14,0,0,90,Snow,heavy snow,2/11/2013 20:00,Monday,2452
None,273.14,0,0,90,Mist,mist,2/11/2013 20:00,Monday,2452
None,272.7,0,0,90,Snow,heavy snow,2/11/2013 21:00,Monday,2060
None,272.7,0,0,90,Mist,mist,2/11/2013 21:00,Monday,2060
None,272.61,0,0,90,Snow,heavy snow,2/11/2013 22:00,Monday,1407
None,272.61,0,0,90,Mist,mist,2/11/2013 22:00,Monday,1407
None,271.94,0,0,90,Snow,heavy snow,2/11/2013 23:00,Monday,958
None,271.94,0,0,90,Mist,mist,2/11/2013 23:00,Monday,958
None,271.76,0,0,90,Mist,mist,2/12/2013 0:00,Tuesday,522
None,271.76,0,0,90,Snow,heavy snow,2/12/2013 0:00,Tuesday,522
None,271.7,0,0,90,Mist,mist,2/12/2013 1:00,Tuesday,332
None,271.7,0,0,90,Snow,heavy snow,2/12/2013 1:00,Tuesday,332
None,271.51,0,0,90,Snow,heavy snow,2/12/2013 2:00,Tuesday,289
None,271.51,0,0,90,Mist,mist,2/12/2013 2:00,Tuesday,289
None,271.37,0,0,90,Snow,heavy snow,2/12/2013 3:00,Tuesday,343
None,271.37,0,0,90,Mist,mist,2/12/2013 3:00,Tuesday,343
None,270.92,0,0,90,Snow,heavy snow,2/12/2013 4:00,Tuesday,782
None,269.46,0,0,90,Snow,heavy snow,2/12/2013 7:00,Tuesday,6655
None,269.05,0,0,90,Snow,heavy snow,2/12/2013 8:00,Tuesday,6198
None,269.05,0,0,90,Mist,mist,2/12/2013 8:00,Tuesday,6198
None,269.47,0,0,90,Clouds,overcast clouds,2/12/2013 9:00,Tuesday,5011
None,269.6,0,0,90,Clouds,overcast clouds,2/12/2013 10:00,Tuesday,4386
None,269.8,0,0,90,Clouds,overcast clouds,2/12/2013 11:00,Tuesday,4614
None,270.13,0,0,90,Clouds,overcast clouds,2/12/2013 12:00,Tuesday,4759
None,269.95,0,0,90,Clouds,overcast clouds,2/12/2013 13:00,Tuesday,4834
None,269.8,0,0,90,Clouds,overcast clouds,2/12/2013 14:00,Tuesday,5209
None,269.15,0,0,90,Clouds,overcast clouds,2/12/2013 15:00,Tuesday,5716
None,269.03,0,0,90,Clouds,overcast clouds,2/12/2013 16:00,Tuesday,6381
None,268.41,0,0,90,Clouds,overcast clouds,2/12/2013 17:00,Tuesday,6079
None,268.54,0,0,90,Clouds,overcast clouds,2/12/2013 18:00,Tuesday,4623
None,267.15,0,0,90,Clouds,overcast clouds,2/12/2013 19:00,Tuesday,3205
None,267.15,0,0,90,Clouds,overcast clouds,2/12/2013 21:00,Tuesday,2669
None,267.15,0,0,90,Clouds,overcast clouds,2/12/2013 22:00,Tuesday,1622
None,263.47,0,0,0,Clear,sky is clear,2/13/2013 0:00,Wednesday,559
None,263.47,0,0,0,Clear,sky is clear,2/13/2013 1:00,Wednesday,333
None,263.47,0,0,0,Clear,sky is clear,2/13/2013 2:00,Wednesday,264
None,266.15,0,0,90,Snow,heavy snow,2/13/2013 4:00,Wednesday,771
None,263.66,0,0,4,Clear,sky is clear,2/13/2013 5:00,Wednesday,2611
None,266.15,0,0,40,Clouds,scattered clouds,2/13/2013 6:00,Wednesday,5246
None,266.9,0,0,77,Clouds,broken clouds,2/13/2013 8:00,Wednesday,6544
None,269.13,0,0,40,Clouds,scattered clouds,2/13/2013 10:00,Wednesday,4559
None,270.47,0,0,75,Clouds,broken clouds,2/13/2013 11:00,Wednesday,4782
None,273.11,0,0,20,Clouds,few clouds,2/13/2013 13:00,Wednesday,5074
None,273.89,0,0,20,Clouds,few clouds,2/13/2013 14:00,Wednesday,5313
None,274.06,0,0,1,Clear,sky is clear,2/13/2013 15:00,Wednesday,5875
None,273.5,0,0,1,Clear,sky is clear,2/13/2013 16:00,Wednesday,6759
None,272.41,0,0,20,Clouds,few clouds,2/13/2013 17:00,Wednesday,6353
None,270.79,0,0,20,Clouds,few clouds,2/13/2013 18:00,Wednesday,4704
None,269.95,0,0,20,Clouds,few clouds,2/13/2013 19:00,Wednesday,3098
None,269.58,0,0,40,Clouds,scattered clouds,2/13/2013 20:00,Wednesday,2896
None,269.01,0,0,75,Clouds,broken clouds,2/13/2013 21:00,Wednesday,2344
None,268.95,0,0,90,Clouds,overcast clouds,2/13/2013 22:00,Wednesday,1663
None,268.49,0,0,40,Clouds,scattered clouds,2/13/2013 23:00,Wednesday,967
None,268.26,0,0,20,Clouds,few clouds,2/14/2013 0:00,Thursday,567
None,267.49,0,0,75,Clouds,broken clouds,2/14/2013 1:00,Thursday,375
None,267.22,0,0,75,Clouds,broken clouds,2/14/2013 2:00,Thursday,278
None,266.82,0,0,90,Clouds,overcast clouds,2/14/2013 4:00,Thursday,749
None,266.62,0,0,75,Clouds,broken clouds,2/14/2013 5:00,Thursday,2527
None,266.26,0,0,90,Clouds,overcast clouds,2/14/2013 6:00,Thursday,5016
None,266.57,0,0,75,Clouds,broken clouds,2/14/2013 7:00,Thursday,5383
None,266.98,0,0,90,Mist,mist,2/14/2013 8:00,Thursday,5433
None,268.36,0,0,90,Clouds,overcast clouds,2/14/2013 9:00,Thursday,5493
None,269.61,0,0,75,Clouds,broken clouds,2/14/2013 10:00,Thursday,4425
None,271.94,0,0,90,Clouds,overcast clouds,2/14/2013 11:00,Thursday,4818
None,274.06,0,0,75,Clouds,broken clouds,2/14/2013 12:00,Thursday,5026
None,275.4,0,0,75,Clouds,broken clouds,2/14/2013 13:00,Thursday,5015
None,276.03,0,0,75,Clouds,broken clouds,2/14/2013 14:00,Thursday,5493
None,276.16,0,0,75,Clouds,broken clouds,2/14/2013 15:00,Thursday,6011
None,275.7,0,0,90,Snow,heavy snow,2/14/2013 16:00,Thursday,6943
None,274.97,0,0,90,Rain,light rain,2/14/2013 17:00,Thursday,6098
None,274.97,0,0,90,Snow,heavy snow,2/14/2013 17:00,Thursday,6098
None,274.25,0,0,90,Snow,heavy snow,2/14/2013 18:00,Thursday,4528
None,274.01,0,0,90,Snow,heavy snow,2/14/2013 19:00,Thursday,3330
None,274.01,0,0,90,Mist,mist,2/14/2013 19:00,Thursday,3330
None,274.01,0,0,90,Rain,light rain,2/14/2013 19:00,Thursday,3330
None,273.77,0,0,90,Snow,heavy snow,2/14/2013 20:00,Thursday,2909
None,273.77,0,0,90,Mist,mist,2/14/2013 20:00,Thursday,2909
None,273.77,0,0,90,Snow,snow,2/14/2013 20:00,Thursday,2909
None,273.4,0,0,90,Snow,heavy snow,2/14/2013 21:00,Thursday,3005
None,273.4,0,0,90,Mist,mist,2/14/2013 21:00,Thursday,3005
None,273.45,0,0,90,Snow,heavy snow,2/14/2013 22:00,Thursday,3814
None,273.45,0,0,90,Mist,mist,2/14/2013 22:00,Thursday,3814
None,273.45,0,0,90,Fog,fog,2/14/2013 22:00,Thursday,3814
None,273.45,0,0,90,Snow,snow,2/14/2013 22:00,Thursday,3814
None,273.35,0,0,90,Snow,heavy snow,2/14/2013 23:00,Thursday,1613
None,273.35,0,0,90,Mist,mist,2/14/2013 23:00,Thursday,1613
None,273.35,0,0,90,Snow,snow,2/14/2013 23:00,Thursday,1613
None,273.35,0,0,90,Fog,fog,2/14/2013 23:00,Thursday,1613
None,273.44,0,0,90,Snow,heavy snow,2/15/2013 0:00,Friday,792
None,273.44,0,0,90,Mist,mist,2/15/2013 0:00,Friday,792
None,273.2,0,0,90,Snow,heavy snow,2/15/2013 1:00,Friday,465
None,273.2,0,0,90,Mist,mist,2/15/2013 1:00,Friday,465
None,272.5,0,0,90,Snow,heavy snow,2/15/2013 2:00,Friday,349
None,272.5,0,0,90,Mist,mist,2/15/2013 2:00,Friday,349
None,271.71,0,0,90,Snow,heavy snow,2/15/2013 3:00,Friday,360
None,271.71,0,0,90,Mist,mist,2/15/2013 3:00,Friday,360
None,271,0,0,90,Clouds,overcast clouds,2/15/2013 4:00,Friday,732
None,270.08,0,0,90,Clouds,overcast clouds,2/15/2013 5:00,Friday,2364
None,268.7,0,0,40,Clouds,scattered clouds,2/15/2013 7:00,Friday,6660
None,268.93,0,0,40,Mist,mist,2/15/2013 8:00,Friday,5744
None,270.47,0,0,75,Haze,haze,2/15/2013 10:00,Friday,4742
None,270.8,0,0,75,Clouds,broken clouds,2/15/2013 11:00,Friday,5223
None,271.12,0,0,90,Clouds,overcast clouds,2/15/2013 13:00,Friday,5463
None,271.08,0,0,75,Clouds,broken clouds,2/15/2013 14:00,Friday,5748
None,270.65,0,0,40,Clouds,scattered clouds,2/15/2013 15:00,Friday,6129
None,270.05,0,0,40,Clouds,scattered clouds,2/15/2013 16:00,Friday,6497
None,269.04,0,0,75,Clouds,broken clouds,2/15/2013 17:00,Friday,5915
None,268.03,0,0,75,Clouds,broken clouds,2/15/2013 18:00,Friday,4668
None,267.21,0,0,75,Clouds,broken clouds,2/15/2013 19:00,Friday,3900
None,266.1,0,0,40,Clouds,scattered clouds,2/15/2013 20:00,Friday,3070
None,264.9,0,0,20,Clouds,few clouds,2/15/2013 21:00,Friday,2755
None,264.38,0,0,20,Clouds,few clouds,2/15/2013 22:00,Friday,2382
None,263.26,0,0,1,Clear,sky is clear,2/15/2013 23:00,Friday,2977
None,262.21,0,0,20,Clouds,few clouds,2/16/2013 0:00,Saturday,1494
None,261.41,0,0,90,Clouds,overcast clouds,2/16/2013 1:00,Saturday,757
None,260.89,0,0,75,Clouds,broken clouds,2/16/2013 2:00,Saturday,567
None,260.32,0,0,75,Clouds,broken clouds,2/16/2013 3:00,Saturday,341
None,259.52,0,0,75,Clouds,broken clouds,2/16/2013 4:00,Saturday,402
None,258.97,0,0,75,Clouds,broken clouds,2/16/2013 5:00,Saturday,689
None,257.91,0,0,40,Clouds,scattered clouds,2/16/2013 7:00,Saturday,1856
None,258.2,0,0,40,Clouds,scattered clouds,2/16/2013 8:00,Saturday,2807
None,259.75,0,0,20,Clouds,few clouds,2/16/2013 9:00,Saturday,3798
None,260.95,0,0,20,Clouds,few clouds,2/16/2013 10:00,Saturday,3963
None,262.16,0,0,40,Clouds,scattered clouds,2/16/2013 11:00,Saturday,4292
None,263.37,0,0,20,Clouds,few clouds,2/16/2013 12:00,Saturday,4673
None,264.17,0,0,20,Clouds,few clouds,2/16/2013 13:00,Saturday,4689
None,264.73,0,0,1,Clear,sky is clear,2/16/2013 14:00,Saturday,4637
None,264.76,0,0,1,Clear,sky is clear,2/16/2013 15:00,Saturday,4726
None,264.7,0,0,1,Clear,sky is clear,2/16/2013 16:00,Saturday,4880
None,264.08,0,0,1,Clear,sky is clear,2/16/2013 17:00,Saturday,4436
None,262.08,0,0,1,Clear,sky is clear,2/16/2013 18:00,Saturday,4072
None,261.76,0,0,1,Clear,sky is clear,2/16/2013 19:00,Saturday,3560
None,260.74,0,0,1,Clear,sky is clear,2/16/2013 20:00,Saturday,2990
None,259.9,0,0,1,Clear,sky is clear,2/16/2013 21:00,Saturday,3045
None,258.89,0,0,1,Clear,sky is clear,2/16/2013 22:00,Saturday,2642
None,258.1,0,0,1,Clear,sky is clear,2/16/2013 23:00,Saturday,1785
None,256.54,0,0,1,Clear,sky is clear,2/17/2013 1:00,Sunday,740
None,256.66,0,0,75,Mist,mist,2/17/2013 2:00,Sunday,613
None,256.84,0,0,40,Snow,heavy snow,2/17/2013 4:00,Sunday,268
None,256.71,0,0,90,Snow,heavy snow,2/17/2013 5:00,Sunday,426
None,256.8,0,0,90,Mist,mist,2/17/2013 7:00,Sunday,962
None,256.8,0,0,90,Snow,heavy snow,2/17/2013 7:00,Sunday,962
None,257.14,0,0,20,Mist,mist,2/17/2013 8:00,Sunday,1647
None,257.14,0,0,20,Fog,fog,2/17/2013 8:00,Sunday,1647
None,257.14,0,0,20,Snow,heavy snow,2/17/2013 8:00,Sunday,1647
None,260.29,0,0,75,Haze,haze,2/17/2013 10:00,Sunday,3234
None,260.29,0,0,75,Mist,mist,2/17/2013 10:00,Sunday,3234
None,260.29,0,0,75,Snow,heavy snow,2/17/2013 10:00,Sunday,3234
None,261.29,0,0,75,Haze,haze,2/17/2013 11:00,Sunday,3580
None,261.29,0,0,75,Snow,heavy snow,2/17/2013 11:00,Sunday,3580
None,262.66,0,0,40,Snow,heavy snow,2/17/2013 12:00,Sunday,4143
None,264.09,0,0,20,Clouds,few clouds,2/17/2013 13:00,Sunday,4312
None,264.76,0,0,20,Clouds,few clouds,2/17/2013 14:00,Sunday,4422
None,265.53,0,0,1,Clear,sky is clear,2/17/2013 15:00,Sunday,4165
None,265.25,0,0,20,Clouds,few clouds,2/17/2013 16:00,Sunday,4208
None,264.49,0,0,20,Clouds,few clouds,2/17/2013 17:00,Sunday,4030
None,262.45,0,0,20,Clouds,few clouds,2/17/2013 18:00,Sunday,3830
None,260.51,0,0,20,Clouds,few clouds,2/17/2013 19:00,Sunday,4139
None,260.07,0,0,1,Clear,sky is clear,2/17/2013 20:00,Sunday,3369
None,259.14,0,0,1,Clear,sky is clear,2/17/2013 21:00,Sunday,2185
None,258.34,0,0,20,Clouds,few clouds,2/17/2013 22:00,Sunday,1672
None,258.91,0,0,20,Clouds,few clouds,2/17/2013 23:00,Sunday,985
Washingtons Birthday,258.96,0,0,20,Clouds,few clouds,2/18/2013 0:00,Monday,556
None,259.55,0,0,20,Clouds,few clouds,2/18/2013 1:00,Monday,379
None,260.17,0,0,90,Clouds,overcast clouds,2/18/2013 2:00,Monday,338
None,260.61,0,0,40,Clouds,scattered clouds,2/18/2013 3:00,Monday,295
None,260.52,0,0,75,Clouds,broken clouds,2/18/2013 4:00,Monday,735
None,260.75,0,0,1,Clear,sky is clear,2/18/2013 5:00,Monday,2231
None,260.88,0,0,1,Clear,sky is clear,2/18/2013 6:00,Monday,4570
None,261.12,0,0,20,Clouds,few clouds,2/18/2013 7:00,Monday,5512
None,262.21,0,0,75,Clouds,broken clouds,2/18/2013 8:00,Monday,4718
None,264.41,0,0,40,Clouds,scattered clouds,2/18/2013 9:00,Monday,4103
None,266.65,0,0,40,Clouds,scattered clouds,2/18/2013 10:00,Monday,3974
None,268.52,0,0,75,Clouds,broken clouds,2/18/2013 11:00,Monday,4277
None,270.45,0,0,75,Clouds,broken clouds,2/18/2013 12:00,Monday,4680
None,271.26,0,0,75,Clouds,broken clouds,2/18/2013 13:00,Monday,4677
None,272.14,0,0,75,Clouds,broken clouds,2/18/2013 14:00,Monday,4876
None,272.33,0,0,90,Clouds,overcast clouds,2/18/2013 15:00,Monday,5046
None,272.48,0,0,75,Clouds,broken clouds,2/18/2013 16:00,Monday,5466
None,272.13,0,0,90,Clouds,overcast clouds,2/18/2013 17:00,Monday,5066
None,271.84,0,0,90,Clouds,overcast clouds,2/18/2013 18:00,Monday,3825
None,271.57,0,0,90,Clouds,overcast clouds,2/18/2013 19:00,Monday,2816
None,271.43,0,0,90,Clouds,overcast clouds,2/18/2013 20:00,Monday,2281
None,271.25,0,0,90,Clouds,overcast clouds,2/18/2013 21:00,Monday,2062
None,271.34,0,0,90,Clouds,overcast clouds,2/18/2013 22:00,Monday,1415
None,271.47,0,0,1,Clear,sky is clear,2/18/2013 23:00,Monday,911
None,271.34,0,0,75,Clouds,broken clouds,2/19/2013 0:00,Tuesday,470
None,271.07,0,0,75,Clouds,broken clouds,2/19/2013 1:00,Tuesday,292
None,271.25,0,0,75,Clouds,broken clouds,2/19/2013 2:00,Tuesday,235
None,271.41,0,0,90,Clouds,overcast clouds,2/19/2013 4:00,Tuesday,776
None,271.35,0,0,90,Clouds,overcast clouds,2/19/2013 5:00,Tuesday,2638
None,271.23,0,0,90,Clouds,overcast clouds,2/19/2013 6:00,Tuesday,5741
None,270.99,0,0,90,Clouds,overcast clouds,2/19/2013 7:00,Tuesday,6996
None,271.63,0,0,90,Haze,haze,2/19/2013 8:00,Tuesday,6008
None,273.17,0,0,90,Haze,haze,2/19/2013 10:00,Tuesday,4273
None,273.17,0,0,90,Mist,mist,2/19/2013 10:00,Tuesday,4273
None,272.49,0,0,90,Mist,mist,2/19/2013 11:00,Tuesday,4493
